Age,Gender,Income,Education,Occupation
42,Male,0,Bachelors,Tech-support
39,Female,0,Some-college,Other-service
34,Male,0,Some-college,Machine-op-inspct
38,Male,0,Some-college,Craft-repair
44,Male,0,HS-grad,Craft-repair
34,Male,0,Some-college,Exec-managerial
32,Male,0,HS-grad,Transport-moving
76,Male,0,HS-grad,Prof-specialty
49,Male,0,HS-grad,Craft-repair
33,Male,0,HS-grad,Machine-op-inspct
41,Male,0,7th-8th,Craft-repair
34,Female,0,HS-grad,Sales
31,Male,0,Some-college,Protective-serv
39,Male,1,HS-grad,Adm-clerical
43,Female,0,Some-college,Other-service
22,Male,0,Some-college,Farming-fishing
18,Female,0,HS-grad,Adm-clerical
39,Male,1,HS-grad,Transport-moving
56,Male,1,Masters,Exec-managerial
22,Male,0,Some-college,Machine-op-inspct
32,Male,0,Masters,Tech-support
59,Male,1,Some-college,Exec-managerial
52,Male,0,10th,Transport-moving
19,Female,0,9th,Handlers-cleaners
22,Female,0,Some-college,Sales
48,Male,0,Some-college,Craft-repair
70,Male,0,HS-grad,Sales
74,Female,0,Masters,Sales
54,Male,0,10th,Other-service
54,Male,0,HS-grad,Farming-fishing
21,Female,0,Some-college,Other-service
64,Female,0,5th-6th,Other-service
26,Female,0,Some-college,Adm-clerical
34,Male,0,HS-grad,Exec-managerial
45,Male,1,Bachelors,Transport-moving
49,Male,0,9th,Handlers-cleaners
27,Female,0,HS-grad,Other-service
33,Female,0,Some-college,Other-service
21,Male,0,9th,Other-service
50,Male,1,Bachelors,Sales
48,Female,1,Bachelors,Exec-managerial
25,Female,0,HS-grad,Machine-op-inspct
32,Male,1,HS-grad,Farming-fishing
53,Male,0,HS-grad,Transport-moving
35,Female,0,Bachelors,Other-service
21,Male,0,Some-college,Handlers-cleaners
36,Female,0,Bachelors,Exec-managerial
43,Female,0,Masters,Sales
39,Female,0,Bachelors,Prof-specialty
62,Male,0,Some-college,Transport-moving
61,Male,1,Masters,Exec-managerial
37,Male,1,Bachelors,Protective-serv
36,Male,1,Bachelors,Sales
31,Male,0,HS-grad,Farming-fishing
36,Male,0,Some-college,Handlers-cleaners
41,Male,1,HS-grad,Craft-repair
30,Female,0,Bachelors,Tech-support
61,Female,0,HS-grad,Tech-support
36,Female,0,HS-grad,Exec-managerial
49,Male,1,Bachelors,Exec-managerial
67,Male,1,HS-grad,Exec-managerial
37,Male,0,Some-college,Transport-moving
48,Male,1,Some-college,Sales
30,Male,0,HS-grad,Machine-op-inspct
27,Female,0,Bachelors,Adm-clerical
55,Male,0,HS-grad,Handlers-cleaners
40,Male,0,Assoc-voc,Prof-specialty
33,Female,0,Some-college,Adm-clerical
59,Male,1,HS-grad,Protective-serv
34,Male,1,HS-grad,Adm-clerical
40,Male,1,Bachelors,Prof-specialty
31,Male,0,11th,Farming-fishing
71,Male,1,Bachelors,Prof-specialty
21,Female,0,Some-college,Adm-clerical
21,Female,0,HS-grad,Sales
56,Female,1,Some-college,Sales
35,Male,0,Some-college,Craft-repair
44,Male,1,Bachelors,Exec-managerial
47,Male,0,9th,Machine-op-inspct
19,Female,0,11th,Adm-clerical
32,Male,0,Bachelors,Adm-clerical
25,Male,0,HS-grad,Craft-repair
30,Male,1,HS-grad,Exec-managerial
43,Male,0,Some-college,Transport-moving
41,Female,0,Some-college,Sales
39,Male,0,9th,Craft-repair
45,Female,0,Assoc-acdm,Adm-clerical
41,Female,1,Prof-school,Exec-managerial
28,Male,0,Masters,Prof-specialty
57,Male,0,5th-6th,Other-service
30,Male,1,Assoc-voc,Machine-op-inspct
47,Male,1,Bachelors,Sales
25,Female,0,Bachelors,Prof-specialty
48,Male,0,HS-grad,Craft-repair
31,Female,0,Some-college,Adm-clerical
30,Male,0,Bachelors,Adm-clerical
53,Male,0,11th,Machine-op-inspct
19,Male,0,HS-grad,Other-service
41,Male,1,Some-college,Adm-clerical
24,Male,0,Assoc-acdm,Machine-op-inspct
46,Female,0,HS-grad,Adm-clerical
56,Male,0,HS-grad,Craft-repair
24,Male,0,Some-college,Sales
57,Male,0,Masters,Exec-managerial
40,Male,0,Assoc-acdm,Protective-serv
55,Male,0,Some-college,Transport-moving
46,Male,0,Some-college,Sales
20,Male,0,Some-college,Tech-support
69,Male,1,Assoc-acdm,Sales
52,Female,0,HS-grad,Prof-specialty
43,Male,1,Bachelors,Exec-managerial
30,Male,1,Bachelors,Prof-specialty
36,Male,0,HS-grad,Craft-repair
22,Female,0,Bachelors,Prof-specialty
39,Male,1,Some-college,Adm-clerical
34,Male,0,Some-college,Transport-moving
32,Male,0,HS-grad,Sales
66,Male,1,11th,Other-service
41,Male,1,Bachelors,Prof-specialty
48,Female,0,HS-grad,Other-service
44,Female,1,HS-grad,Sales
53,Female,0,Bachelors,Prof-specialty
52,Male,0,11th,Machine-op-inspct
42,Male,0,HS-grad,Adm-clerical
26,Female,0,HS-grad,Other-service
38,Male,1,Bachelors,Exec-managerial
49,Female,0,Some-college,Other-service
53,Male,0,HS-grad,Transport-moving
21,Male,0,HS-grad,Other-service
61,Male,1,Some-college,Exec-managerial
19,Female,0,12th,Other-service
40,Male,0,7th-8th,Machine-op-inspct
38,Female,0,HS-grad,Adm-clerical
21,Male,0,Assoc-voc,Machine-op-inspct
36,Male,0,HS-grad,Machine-op-inspct
69,Male,1,Bachelors,Prof-specialty
66,Male,0,9th,Exec-managerial
40,Female,0,Prof-school,Adm-clerical
41,Male,1,Bachelors,Exec-managerial
37,Male,1,Masters,Prof-specialty
51,Female,0,10th,Other-service
27,Female,0,HS-grad,Prof-specialty
29,Male,0,Some-college,Other-service
37,Male,0,Assoc-voc,Tech-support
52,Female,1,Some-college,Adm-clerical
18,Male,0,11th,Other-service
32,Female,0,Some-college,Adm-clerical
20,Female,0,HS-grad,Sales
27,Female,0,Some-college,Other-service
18,Female,0,HS-grad,Other-service
38,Male,1,HS-grad,Exec-managerial
38,Male,0,11th,Craft-repair
23,Male,0,Bachelors,Sales
29,Female,0,Bachelors,Prof-specialty
42,Male,0,7th-8th,Prof-specialty
40,Female,0,Prof-school,Prof-specialty
51,Female,0,Some-college,Exec-managerial
35,Male,0,HS-grad,Tech-support
19,Female,0,Some-college,Other-service
20,Female,0,HS-grad,Other-service
58,Male,0,1st-4th,Handlers-cleaners
19,Female,0,Some-college,Adm-clerical
34,Male,0,Masters,Farming-fishing
42,Female,1,Bachelors,Adm-clerical
61,Male,0,HS-grad,Machine-op-inspct
44,Female,0,HS-grad,Adm-clerical
31,Male,0,11th,Craft-repair
48,Male,1,HS-grad,Transport-moving
47,Female,0,Masters,Prof-specialty
59,Male,0,Some-college,Adm-clerical
49,Male,1,HS-grad,Exec-managerial
46,Female,0,Assoc-voc,Machine-op-inspct
50,Male,1,Bachelors,Exec-managerial
31,Female,0,Assoc-voc,Prof-specialty
22,Male,0,Bachelors,Other-service
35,Male,1,Some-college,Craft-repair
30,Male,0,Some-college,Adm-clerical
46,Male,1,Masters,Exec-managerial
33,Female,1,Masters,Exec-managerial
37,Male,0,HS-grad,Sales
57,Male,0,5th-6th,Craft-repair
23,Male,0,HS-grad,Transport-moving
27,Male,0,Bachelors,Prof-specialty
52,Male,1,Doctorate,Prof-specialty
50,Male,0,Some-college,Prof-specialty
32,Female,0,Some-college,Protective-serv
46,Male,1,Masters,Prof-specialty
34,Male,0,Some-college,Handlers-cleaners
18,Male,0,10th,Other-service
34,Female,0,Bachelors,Prof-specialty
30,Male,0,HS-grad,Other-service
26,Female,0,Bachelors,Protective-serv
33,Female,0,Bachelors,Handlers-cleaners
26,Male,0,11th,Farming-fishing
39,Male,1,Masters,Prof-specialty
29,Male,1,Masters,Sales
22,Male,0,HS-grad,Handlers-cleaners
36,Male,1,Some-college,Craft-repair
62,Male,1,Assoc-acdm,Craft-repair
28,Male,1,Bachelors,Protective-serv
28,Male,0,11th,Sales
25,Male,0,1st-4th,Farming-fishing
63,Female,0,Some-college,Sales
29,Female,0,Some-college,Other-service
21,Male,0,Some-college,Adm-clerical
38,Male,0,HS-grad,Craft-repair
29,Male,0,HS-grad,Adm-clerical
18,Female,0,11th,Adm-clerical
28,Male,0,HS-grad,Machine-op-inspct
64,Male,1,Prof-school,Prof-specialty
29,Male,0,HS-grad,Adm-clerical
63,Male,1,Masters,Prof-specialty
29,Male,0,HS-grad,Sales
25,Male,0,Some-college,Adm-clerical
35,Male,0,HS-grad,Craft-repair
21,Male,0,HS-grad,Sales
32,Female,0,Bachelors,Exec-managerial
76,Male,1,Masters,Prof-specialty
35,Male,0,Some-college,Adm-clerical
19,Female,0,HS-grad,Adm-clerical
41,Female,0,HS-grad,Adm-clerical
28,Male,0,Some-college,Craft-repair
30,Male,0,HS-grad,Sales
51,Male,0,HS-grad,Farming-fishing
24,Male,0,HS-grad,Other-service
44,Male,1,Assoc-voc,Exec-managerial
50,Male,1,Masters,Exec-managerial
38,Male,1,HS-grad,Sales
23,Male,0,5th-6th,Farming-fishing
58,Male,0,10th,Craft-repair
38,Male,0,HS-grad,Craft-repair
23,Male,0,10th,Craft-repair
58,Female,1,HS-grad,Sales
37,Female,0,HS-grad,Other-service
48,Male,0,Bachelors,Tech-support
35,Female,0,HS-grad,Exec-managerial
34,Male,0,Assoc-voc,Other-service
29,Male,0,Assoc-voc,Prof-specialty
38,Male,0,Some-college,Farming-fishing
53,Male,0,7th-8th,Craft-repair
34,Female,0,HS-grad,Machine-op-inspct
27,Male,0,Assoc-acdm,Other-service
22,Male,0,HS-grad,Other-service
21,Female,0,Assoc-acdm,Other-service
52,Male,1,Some-college,Sales
34,Male,1,Doctorate,Prof-specialty
32,Male,1,Assoc-voc,Sales
49,Male,0,11th,Adm-clerical
30,Male,1,Assoc-acdm,Craft-repair
41,Male,0,Some-college,Sales
41,Male,0,HS-grad,Craft-repair
22,Male,0,Some-college,Other-service
28,Female,0,7th-8th,Machine-op-inspct
35,Male,0,Some-college,Protective-serv
22,Female,0,Bachelors,Adm-clerical
33,Male,1,Bachelors,Tech-support
19,Female,0,Some-college,Other-service
23,Male,0,HS-grad,Adm-clerical
42,Male,1,Masters,Prof-specialty
58,Male,0,11th,Craft-repair
28,Male,0,Preschool,Farming-fishing
39,Male,1,Some-college,Machine-op-inspct
37,Male,0,1st-4th,Farming-fishing
48,Male,1,Bachelors,Adm-clerical
36,Male,1,Some-college,Craft-repair
35,Male,1,Some-college,Sales
42,Male,0,HS-grad,Craft-repair
61,Male,0,11th,Transport-moving
48,Male,0,Bachelors,Prof-specialty
25,Female,0,Some-college,Adm-clerical
23,Female,0,HS-grad,Adm-clerical
34,Male,1,Bachelors,Sales
44,Male,1,Assoc-voc,Prof-specialty
45,Male,1,Some-college,Adm-clerical
38,Female,0,Some-college,Prof-specialty
46,Male,1,Some-college,Craft-repair
46,Female,1,Some-college,Prof-specialty
33,Male,1,Bachelors,Prof-specialty
34,Female,0,HS-grad,Other-service
69,Male,0,7th-8th,Other-service
38,Female,0,Assoc-acdm,Other-service
45,Female,0,Some-college,Adm-clerical
19,Male,0,HS-grad,Other-service
43,Male,1,Some-college,Exec-managerial
24,Female,0,HS-grad,Exec-managerial
28,Male,0,HS-grad,Craft-repair
33,Male,1,HS-grad,Craft-repair
60,Male,0,HS-grad,Other-service
19,Male,0,Some-college,Other-service
23,Male,0,Masters,Prof-specialty
25,Female,0,Bachelors,Exec-managerial
36,Female,1,HS-grad,Adm-clerical
32,Male,0,Doctorate,Prof-specialty
24,Female,0,Some-college,Priv-house-serv
31,Male,1,Bachelors,Sales
31,Male,0,HS-grad,Handlers-cleaners
29,Female,0,Some-college,Sales
35,Male,0,HS-grad,Handlers-cleaners
22,Male,0,Bachelors,Exec-managerial
44,Male,1,Some-college,Farming-fishing
42,Female,1,Some-college,Other-service
28,Male,0,HS-grad,Craft-repair
29,Male,0,HS-grad,Prof-specialty
23,Male,0,Bachelors,Prof-specialty
52,Male,0,1st-4th,Craft-repair
20,Female,0,Some-college,Other-service
64,Female,1,HS-grad,Adm-clerical
19,Male,0,Some-college,Handlers-cleaners
71,Male,0,Assoc-voc,Machine-op-inspct
31,Female,0,Some-college,Exec-managerial
27,Male,0,5th-6th,Other-service
43,Male,1,Bachelors,Sales
33,Male,0,Bachelors,Exec-managerial
31,Male,0,Bachelors,Prof-specialty
44,Male,0,HS-grad,Craft-repair
73,Male,0,Bachelors,Prof-specialty
60,Male,0,Some-college,Sales
46,Male,0,HS-grad,Farming-fishing
21,Female,0,Some-college,Other-service
23,Male,0,HS-grad,Handlers-cleaners
51,Male,1,HS-grad,Craft-repair
41,Female,0,HS-grad,Sales
50,Female,1,HS-grad,Machine-op-inspct
28,Female,0,Bachelors,Prof-specialty
41,Male,0,Bachelors,Prof-specialty
39,Female,0,HS-grad,Adm-clerical
50,Male,0,5th-6th,Other-service
18,Female,0,Some-college,Other-service
31,Male,0,Bachelors,Prof-specialty
47,Female,0,HS-grad,Adm-clerical
36,Male,0,HS-grad,Exec-managerial
32,Female,1,Assoc-voc,Exec-managerial
47,Male,0,Some-college,Prof-specialty
18,Male,0,11th,Other-service
52,Male,1,12th,Exec-managerial
45,Male,1,Some-college,Sales
22,Male,0,Bachelors,Prof-specialty
31,Female,1,Masters,Prof-specialty
40,Female,0,Bachelors,Adm-clerical
59,Male,0,11th,Adm-clerical
56,Female,0,Masters,Prof-specialty
43,Male,1,Some-college,Handlers-cleaners
21,Male,0,HS-grad,Sales
48,Female,0,HS-grad,Sales
32,Male,0,HS-grad,Craft-repair
54,Male,1,Prof-school,Prof-specialty
26,Female,0,5th-6th,Adm-clerical
33,Male,0,HS-grad,Handlers-cleaners
21,Male,0,HS-grad,Craft-repair
46,Male,0,Masters,Adm-clerical
34,Male,0,Assoc-voc,Transport-moving
29,Male,0,HS-grad,Machine-op-inspct
42,Female,0,7th-8th,Other-service
46,Female,0,Bachelors,Prof-specialty
22,Female,0,Some-college,Prof-specialty
26,Female,0,Some-college,Adm-clerical
44,Male,0,HS-grad,Transport-moving
38,Female,0,Bachelors,Exec-managerial
28,Male,0,11th,Sales
47,Female,1,5th-6th,Transport-moving
40,Male,1,Bachelors,Exec-managerial
42,Female,1,HS-grad,Exec-managerial
43,Male,0,HS-grad,Craft-repair
44,Male,0,HS-grad,Transport-moving
38,Male,1,Prof-school,Prof-specialty
29,Male,0,HS-grad,Other-service
50,Male,0,Bachelors,Craft-repair
43,Female,0,Assoc-acdm,Adm-clerical
42,Female,0,HS-grad,Transport-moving
18,Female,0,11th,Other-service
18,Male,0,11th,Handlers-cleaners
76,Male,0,HS-grad,Adm-clerical
21,Male,0,Some-college,Sales
71,Male,1,7th-8th,Farming-fishing
52,Male,1,Prof-school,Prof-specialty
36,Male,1,HS-grad,Craft-repair
31,Male,0,Some-college,Sales
33,Male,0,Some-college,Protective-serv
57,Male,0,5th-6th,Transport-moving
20,Male,0,Some-college,Sales
28,Male,0,HS-grad,Craft-repair
23,Female,0,Bachelors,Adm-clerical
40,Male,1,HS-grad,Craft-repair
25,Male,0,Some-college,Other-service
52,Male,0,Some-college,Machine-op-inspct
25,Female,0,HS-grad,Handlers-cleaners
30,Female,1,Some-college,Adm-clerical
28,Male,0,HS-grad,Other-service
48,Female,0,10th,Priv-house-serv
48,Male,1,Some-college,Craft-repair
37,Male,0,9th,Other-service
23,Female,0,Bachelors,Other-service
18,Male,0,HS-grad,Farming-fishing
68,Male,0,10th,Other-service
59,Female,0,Some-college,Adm-clerical
50,Male,0,Assoc-acdm,Craft-repair
36,Male,0,HS-grad,Exec-managerial
48,Female,1,Bachelors,Exec-managerial
56,Male,0,HS-grad,Transport-moving
18,Female,0,HS-grad,Prof-specialty
42,Female,0,Assoc-voc,Adm-clerical
34,Male,0,Some-college,Transport-moving
23,Male,0,HS-grad,Protective-serv
42,Male,1,Bachelors,Farming-fishing
76,Female,0,Some-college,Adm-clerical
30,Female,0,HS-grad,Sales
28,Male,0,HS-grad,Transport-moving
43,Male,0,Bachelors,Machine-op-inspct
60,Male,0,7th-8th,Transport-moving
47,Male,0,Bachelors,Prof-specialty
61,Male,1,Some-college,Exec-managerial
44,Male,1,HS-grad,Craft-repair
22,Male,0,12th,Handlers-cleaners
39,Female,0,Bachelors,Exec-managerial
45,Male,1,Masters,Exec-managerial
46,Male,1,Doctorate,Prof-specialty
38,Male,1,Bachelors,Exec-managerial
31,Male,1,Assoc-voc,Transport-moving
47,Female,0,HS-grad,Adm-clerical
31,Male,0,Some-college,Transport-moving
24,Female,0,Bachelors,Sales
58,Male,1,HS-grad,Craft-repair
30,Male,0,Bachelors,Prof-specialty
23,Male,0,Some-college,Handlers-cleaners
22,Female,0,Some-college,Adm-clerical
36,Male,1,Masters,Prof-specialty
28,Male,0,Some-college,Handlers-cleaners
40,Female,0,Assoc-acdm,Adm-clerical
36,Male,0,Some-college,Sales
73,Male,0,Bachelors,Prof-specialty
31,Male,0,HS-grad,Craft-repair
32,Male,0,Some-college,Prof-specialty
36,Male,0,HS-grad,Machine-op-inspct
21,Male,0,7th-8th,Other-service
30,Male,0,HS-grad,Sales
22,Male,0,Assoc-acdm,Handlers-cleaners
19,Female,0,Some-college,Sales
24,Male,0,7th-8th,Farming-fishing
19,Female,0,HS-grad,Sales
30,Male,0,Assoc-voc,Handlers-cleaners
32,Male,1,Bachelors,Exec-managerial
61,Male,1,HS-grad,Transport-moving
34,Male,0,HS-grad,Transport-moving
30,Male,0,HS-grad,Transport-moving
40,Male,0,HS-grad,Farming-fishing
34,Male,0,9th,Craft-repair
58,Male,0,HS-grad,Craft-repair
23,Male,0,HS-grad,Craft-repair
20,Female,0,Some-college,Other-service
45,Male,1,HS-grad,Prof-specialty
26,Female,0,Masters,Prof-specialty
22,Female,0,Some-college,Machine-op-inspct
25,Male,0,10th,Transport-moving
35,Male,0,Bachelors,Adm-clerical
65,Male,0,HS-grad,Farming-fishing
37,Female,0,Some-college,Adm-clerical
42,Male,0,HS-grad,Craft-repair
47,Male,1,Assoc-acdm,Adm-clerical
54,Female,0,HS-grad,Other-service
31,Male,0,Some-college,Transport-moving
67,Male,0,Bachelors,Sales
29,Female,0,Assoc-acdm,Tech-support
37,Male,0,Preschool,Farming-fishing
41,Male,1,HS-grad,Craft-repair
45,Male,0,Some-college,Farming-fishing
52,Male,0,HS-grad,Sales
34,Male,0,Assoc-acdm,Craft-repair
47,Female,0,HS-grad,Sales
33,Male,0,Some-college,Machine-op-inspct
28,Male,0,HS-grad,Craft-repair
53,Male,1,Prof-school,Prof-specialty
64,Female,0,HS-grad,Prof-specialty
21,Male,0,HS-grad,Machine-op-inspct
22,Male,0,Some-college,Adm-clerical
22,Female,0,HS-grad,Adm-clerical
27,Male,0,HS-grad,Transport-moving
69,Female,0,HS-grad,Other-service
29,Male,1,Prof-school,Prof-specialty
33,Male,0,Bachelors,Transport-moving
35,Male,0,HS-grad,Protective-serv
19,Male,0,HS-grad,Other-service
61,Male,1,HS-grad,Exec-managerial
50,Male,1,Masters,Exec-managerial
30,Female,0,HS-grad,Sales
21,Female,0,Some-college,Tech-support
43,Male,0,Some-college,Exec-managerial
66,Female,0,Doctorate,Prof-specialty
30,Male,0,HS-grad,Farming-fishing
36,Male,0,Assoc-voc,Tech-support
25,Female,0,Bachelors,Prof-specialty
43,Male,0,Some-college,Craft-repair
42,Male,0,Some-college,Craft-repair
22,Male,0,9th,Other-service
35,Male,1,Masters,Prof-specialty
37,Female,1,Assoc-acdm,Prof-specialty
42,Male,0,HS-grad,Sales
18,Male,0,10th,Other-service
31,Female,1,Bachelors,Exec-managerial
22,Male,0,Some-college,Other-service
27,Female,0,HS-grad,Adm-clerical
57,Male,0,1st-4th,Other-service
35,Female,0,12th,Craft-repair
28,Female,0,Some-college,Adm-clerical
25,Female,0,Some-college,Other-service
24,Female,0,Bachelors,Prof-specialty
28,Male,0,Some-college,Machine-op-inspct
18,Male,0,11th,Sales
58,Male,1,Masters,Exec-managerial
65,Male,0,11th,Other-service
53,Male,0,Some-college,Prof-specialty
27,Male,0,HS-grad,Craft-repair
31,Male,0,HS-grad,Farming-fishing
26,Female,0,HS-grad,Adm-clerical
40,Male,0,HS-grad,Adm-clerical
23,Female,0,HS-grad,Machine-op-inspct
61,Female,0,HS-grad,Adm-clerical
32,Male,1,Some-college,Sales
62,Male,1,Bachelors,Prof-specialty
54,Male,1,HS-grad,Exec-managerial
39,Male,1,Masters,Prof-specialty
62,Female,0,10th,Other-service
53,Male,0,HS-grad,Craft-repair
50,Male,1,Bachelors,Prof-specialty
25,Male,0,HS-grad,Sales
39,Male,0,10th,Handlers-cleaners
58,Male,0,10th,Craft-repair
32,Male,1,HS-grad,Sales
25,Female,0,Some-college,Prof-specialty
62,Female,0,Some-college,Prof-specialty
22,Male,0,Some-college,Other-service
36,Female,1,HS-grad,Sales
31,Male,1,HS-grad,Craft-repair
20,Male,0,HS-grad,Tech-support
68,Male,0,HS-grad,Sales
30,Female,1,Masters,Prof-specialty
37,Female,0,Bachelors,Prof-specialty
25,Male,0,HS-grad,Other-service
52,Female,0,HS-grad,Machine-op-inspct
50,Male,1,HS-grad,Transport-moving
28,Female,0,Some-college,Exec-managerial
48,Male,1,Some-college,Craft-repair
26,Female,0,Bachelors,Tech-support
57,Male,0,HS-grad,Other-service
74,Male,0,HS-grad,Transport-moving
40,Male,1,Bachelors,Adm-clerical
26,Female,0,Assoc-acdm,Adm-clerical
38,Male,0,HS-grad,Craft-repair
21,Male,0,Some-college,Sales
24,Male,0,Bachelors,Adm-clerical
49,Male,1,Some-college,Exec-managerial
38,Male,1,Prof-school,Prof-specialty
58,Male,0,9th,Machine-op-inspct
25,Female,0,Bachelors,Exec-managerial
51,Female,0,HS-grad,Adm-clerical
24,Male,0,Some-college,Craft-repair
23,Female,0,Some-college,Machine-op-inspct
41,Male,1,Prof-school,Prof-specialty
32,Male,0,Some-college,Machine-op-inspct
39,Male,0,9th,Handlers-cleaners
34,Male,0,HS-grad,Craft-repair
26,Male,0,Bachelors,Adm-clerical
51,Male,1,Bachelors,Exec-managerial
19,Male,0,Some-college,Handlers-cleaners
23,Male,0,HS-grad,Machine-op-inspct
40,Female,0,Bachelors,Prof-specialty
38,Male,1,Some-college,Sales
63,Male,0,HS-grad,Craft-repair
21,Female,0,Some-college,Sales
19,Male,0,HS-grad,Sales
27,Female,1,Bachelors,Tech-support
29,Female,0,Assoc-acdm,Craft-repair
42,Male,0,Bachelors,Sales
57,Male,1,Masters,Prof-specialty
