Age,Gender,Income,Education,Occupation
59,Male,0,Bachelors,Adm-clerical
34,Male,0,Masters,Other-service
20,Male,0,HS-grad,Handlers-cleaners
25,Female,0,Bachelors,Exec-managerial
49,Male,0,10th,Farming-fishing
59,Male,1,HS-grad,Transport-moving
20,Female,0,HS-grad,Adm-clerical
51,Female,0,Some-college,nan
33,Female,0,Some-college,Adm-clerical
22,Male,0,Some-college,Transport-moving
58,Female,0,9th,Other-service
52,Female,0,HS-grad,Adm-clerical
36,Female,0,10th,Machine-op-inspct
41,Male,0,HS-grad,Protective-serv
28,Male,0,HS-grad,Transport-moving
19,Male,0,Some-college,Handlers-cleaners
18,Female,0,HS-grad,Other-service
18,Female,0,HS-grad,Machine-op-inspct
28,Male,0,Some-college,Craft-repair
29,Male,1,Assoc-voc,Exec-managerial
20,Female,0,HS-grad,nan
40,Male,0,Some-college,Handlers-cleaners
26,Male,0,HS-grad,Handlers-cleaners
46,Male,0,HS-grad,Craft-repair
23,Female,0,11th,Other-service
44,Female,0,HS-grad,Adm-clerical
43,Female,1,Bachelors,Sales
31,Female,0,Bachelors,Prof-specialty
18,Female,0,Some-college,Sales
19,Male,0,Some-college,Protective-serv
41,Female,0,Some-college,Tech-support
41,Female,0,HS-grad,Handlers-cleaners
69,Female,0,HS-grad,Adm-clerical
48,Female,1,Doctorate,Prof-specialty
28,Male,0,HS-grad,Prof-specialty
27,Male,1,HS-grad,Craft-repair
41,Male,1,Masters,Prof-specialty
41,Male,0,Some-college,Adm-clerical
24,Female,0,HS-grad,Craft-repair
20,Female,0,HS-grad,nan
42,Male,1,Doctorate,Prof-specialty
57,Male,0,HS-grad,Craft-repair
30,Female,0,Assoc-acdm,Prof-specialty
36,Male,1,HS-grad,Sales
49,Male,0,7th-8th,Machine-op-inspct
33,Female,0,HS-grad,Machine-op-inspct
23,Male,0,10th,Farming-fishing
46,Male,0,Masters,Prof-specialty
18,Female,0,Some-college,Adm-clerical
40,Male,1,HS-grad,Exec-managerial
43,Male,1,HS-grad,Exec-managerial
34,Female,0,Masters,Prof-specialty
47,Female,0,HS-grad,Exec-managerial
44,Female,0,Assoc-voc,Exec-managerial
33,Male,1,HS-grad,Sales
55,Male,1,Bachelors,Exec-managerial
19,Male,0,HS-grad,Sales
28,Male,0,Some-college,Other-service
27,Female,0,11th,Other-service
50,Male,0,7th-8th,Machine-op-inspct
22,Male,0,11th,Craft-repair
40,Male,1,Bachelors,Adm-clerical
25,Female,0,Some-college,Adm-clerical
26,Male,0,HS-grad,Craft-repair
22,Male,0,Bachelors,Sales
42,Female,0,Some-college,Handlers-cleaners
38,Male,0,Bachelors,Exec-managerial
55,Male,0,11th,Other-service
32,Male,0,HS-grad,Sales
22,Male,0,HS-grad,Craft-repair
29,Male,0,Bachelors,Sales
46,Male,1,Masters,Exec-managerial
31,Male,1,Some-college,Exec-managerial
58,Male,1,Doctorate,Prof-specialty
42,Male,0,HS-grad,Craft-repair
18,Male,0,HS-grad,Handlers-cleaners
58,Male,0,HS-grad,Exec-managerial
54,Male,1,HS-grad,Prof-specialty
34,Male,0,Masters,Prof-specialty
26,Female,0,Bachelors,Adm-clerical
61,Male,0,12th,Exec-managerial
48,Female,0,Masters,Adm-clerical
36,Male,1,Some-college,Exec-managerial
24,Male,0,Assoc-voc,Machine-op-inspct
40,Male,0,Some-college,Machine-op-inspct
33,Male,1,HS-grad,Sales
37,Male,1,Some-college,Machine-op-inspct
34,Male,0,Masters,Exec-managerial
56,Male,1,Some-college,Exec-managerial
28,Female,1,HS-grad,nan
37,Female,0,Bachelors,Exec-managerial
44,Female,0,HS-grad,Sales
64,Male,0,Some-college,nan
54,Male,0,HS-grad,Handlers-cleaners
23,Male,0,HS-grad,Machine-op-inspct
34,Male,0,Bachelors,Farming-fishing
22,Female,0,HS-grad,Other-service
33,Male,1,Bachelors,Exec-managerial
39,Male,1,Bachelors,Prof-specialty
47,Female,0,Some-college,Adm-clerical
79,Male,0,7th-8th,nan
26,Female,0,HS-grad,Prof-specialty
31,Female,0,Some-college,Exec-managerial
44,Male,0,Some-college,Transport-moving
42,Female,1,Prof-school,Prof-specialty
19,Female,0,HS-grad,Machine-op-inspct
27,Male,1,HS-grad,Handlers-cleaners
51,Male,1,Some-college,Protective-serv
28,Male,0,Bachelors,Exec-managerial
57,Male,0,Bachelors,Craft-repair
45,Female,0,Bachelors,Prof-specialty
50,Male,1,Assoc-voc,Prof-specialty
34,Male,0,Bachelors,Sales
45,Male,0,7th-8th,Craft-repair
73,Male,0,HS-grad,Exec-managerial
34,Female,1,Bachelors,Prof-specialty
31,Male,1,Some-college,Sales
19,Male,0,11th,Sales
25,Female,0,Some-college,Other-service
38,Female,0,Assoc-voc,Craft-repair
39,Male,0,Bachelors,Transport-moving
23,Female,0,Bachelors,Tech-support
49,Male,0,HS-grad,Machine-op-inspct
33,Male,0,HS-grad,Other-service
21,Male,0,5th-6th,Machine-op-inspct
31,Male,0,Assoc-voc,Craft-repair
23,Female,0,Bachelors,Exec-managerial
34,Male,0,Bachelors,Adm-clerical
25,Female,0,HS-grad,Machine-op-inspct
39,Male,0,HS-grad,Craft-repair
52,Male,1,HS-grad,Sales
63,Male,1,9th,Transport-moving
41,Male,0,Some-college,Craft-repair
46,Male,1,Bachelors,Prof-specialty
53,Male,0,HS-grad,Exec-managerial
25,Female,0,9th,nan
77,Male,0,Some-college,nan
18,Male,0,12th,Priv-house-serv
38,Male,0,Prof-school,Prof-specialty
55,Female,0,Masters,Exec-managerial
34,Male,1,HS-grad,Tech-support
80,Male,0,HS-grad,Other-service
34,Female,0,Assoc-voc,Tech-support
52,Male,0,Some-college,Tech-support
42,Female,0,HS-grad,Other-service
26,Female,0,Some-college,Sales
31,Male,0,HS-grad,Transport-moving
25,Female,0,HS-grad,Other-service
55,Male,0,HS-grad,Craft-repair
19,Female,0,Some-college,Other-service
62,Male,0,Some-college,Transport-moving
22,Female,0,Some-college,Adm-clerical
39,Female,0,HS-grad,nan
35,Male,0,HS-grad,Handlers-cleaners
28,Female,0,HS-grad,Sales
47,Male,1,HS-grad,Transport-moving
44,Male,0,HS-grad,Machine-op-inspct
21,Male,0,Some-college,Sales
35,Male,0,Assoc-voc,Craft-repair
24,Male,1,Bachelors,Prof-specialty
42,Male,0,Bachelors,Prof-specialty
28,Male,0,Bachelors,Tech-support
21,Male,0,Some-college,Machine-op-inspct
62,Male,0,Some-college,Tech-support
39,Female,0,HS-grad,Other-service
30,Male,0,HS-grad,Other-service
72,Male,0,Prof-school,Prof-specialty
50,Female,0,Some-college,Exec-managerial
28,Male,0,Masters,Prof-specialty
29,Female,0,Some-college,Prof-specialty
26,Female,0,Bachelors,Adm-clerical
27,Female,0,Masters,Exec-managerial
29,Male,1,Some-college,Handlers-cleaners
61,Male,0,HS-grad,nan
29,Male,0,10th,Craft-repair
21,Female,0,Some-college,nan
31,Female,0,11th,Sales
25,Male,0,HS-grad,Exec-managerial
58,Male,1,10th,Transport-moving
64,Female,1,Some-college,Exec-managerial
46,Male,0,Masters,Exec-managerial
53,Male,1,HS-grad,nan
19,Female,0,HS-grad,Other-service
42,Male,0,HS-grad,Other-service
18,Male,0,11th,Handlers-cleaners
58,Male,1,Bachelors,Craft-repair
20,Male,0,Some-college,Protective-serv
35,Male,1,HS-grad,Craft-repair
32,Male,1,HS-grad,Handlers-cleaners
23,Female,0,HS-grad,Handlers-cleaners
31,Female,0,Some-college,Tech-support
33,Male,0,Bachelors,Sales
41,Female,0,Some-college,Machine-op-inspct
22,Male,0,HS-grad,Machine-op-inspct
46,Male,1,Some-college,Protective-serv
61,Male,0,Some-college,Transport-moving
30,Male,0,HS-grad,Exec-managerial
42,Male,1,HS-grad,Exec-managerial
63,Male,0,10th,Handlers-cleaners
26,Male,0,Some-college,Sales
42,Female,0,10th,Adm-clerical
23,Male,0,Some-college,Other-service
25,Male,0,HS-grad,Machine-op-inspct
30,Male,1,9th,Other-service
23,Male,0,HS-grad,Sales
34,Male,1,Assoc-voc,Farming-fishing
30,Male,0,HS-grad,Machine-op-inspct
39,Male,1,Some-college,Craft-repair
30,Male,0,11th,Handlers-cleaners
38,Female,0,Some-college,Adm-clerical
26,Female,0,HS-grad,Exec-managerial
20,Male,0,Some-college,Handlers-cleaners
37,Male,0,Bachelors,Prof-specialty
33,Female,0,HS-grad,Adm-clerical
24,Male,0,Bachelors,Adm-clerical
42,Male,1,Bachelors,Exec-managerial
51,Male,0,HS-grad,Sales
56,Male,1,Assoc-acdm,Tech-support
22,Male,0,Some-college,Handlers-cleaners
52,Male,0,Some-college,Farming-fishing
44,Female,1,Bachelors,Exec-managerial
34,Female,0,HS-grad,Adm-clerical
51,Male,1,Some-college,Craft-repair
20,Male,0,Some-college,nan
19,Female,0,Some-college,Sales
37,Male,1,Bachelors,Exec-managerial
68,Male,1,HS-grad,Machine-op-inspct
22,Male,0,Some-college,Protective-serv
56,Male,0,Bachelors,Exec-managerial
37,Male,0,HS-grad,Craft-repair
52,Male,0,1st-4th,Machine-op-inspct
26,Male,0,HS-grad,Handlers-cleaners
33,Male,0,Masters,Prof-specialty
45,Female,0,Masters,Prof-specialty
18,Male,0,11th,Other-service
43,Male,1,Some-college,Farming-fishing
64,Male,1,Doctorate,Prof-specialty
18,Male,0,HS-grad,Handlers-cleaners
20,Male,0,Some-college,nan
57,Male,1,HS-grad,Craft-repair
41,Female,0,HS-grad,Adm-clerical
34,Male,1,Masters,Exec-managerial
19,Female,0,HS-grad,Sales
44,Female,0,9th,Other-service
56,Female,0,10th,Other-service
36,Male,0,HS-grad,Farming-fishing
48,Female,0,Bachelors,Exec-managerial
29,Male,1,HS-grad,Transport-moving
33,Male,0,Bachelors,Craft-repair
31,Male,0,5th-6th,Other-service
39,Male,1,Masters,Prof-specialty
66,Male,1,HS-grad,Exec-managerial
27,Female,1,Bachelors,Prof-specialty
39,Female,1,HS-grad,Exec-managerial
59,Male,1,7th-8th,Craft-repair
26,Female,0,HS-grad,Other-service
31,Male,0,Assoc-voc,Craft-repair
45,Female,0,HS-grad,nan
23,Male,0,HS-grad,Handlers-cleaners
36,Female,0,HS-grad,Adm-clerical
34,Female,1,Some-college,Other-service
32,Male,1,HS-grad,Transport-moving
37,Male,1,Bachelors,Prof-specialty
33,Male,0,Bachelors,Sales
50,Male,1,Prof-school,Prof-specialty
32,Male,0,Assoc-acdm,Protective-serv
35,Female,0,Bachelors,Adm-clerical
37,Male,0,11th,Craft-repair
44,Male,0,Some-college,Craft-repair
57,Male,0,Some-college,Handlers-cleaners
29,Female,0,Some-college,Exec-managerial
55,Male,1,HS-grad,Craft-repair
43,Male,1,Prof-school,Prof-specialty
43,Male,0,Some-college,Sales
45,Male,1,Some-college,Sales
33,Female,0,Masters,Prof-specialty
26,Female,0,10th,Other-service
23,Male,0,Some-college,Sales
41,Male,0,7th-8th,Craft-repair
24,Male,0,HS-grad,Craft-repair
47,Male,0,Bachelors,Sales
34,Male,0,HS-grad,Craft-repair
40,Male,1,HS-grad,Exec-managerial
28,Female,0,Bachelors,Prof-specialty
24,Female,0,HS-grad,Exec-managerial
73,Male,0,Some-college,nan
23,Male,0,HS-grad,Craft-repair
43,Male,1,HS-grad,Exec-managerial
26,Female,0,Bachelors,Tech-support
58,Female,1,Doctorate,Exec-managerial
52,Female,0,HS-grad,Adm-clerical
29,Male,1,11th,Transport-moving
47,Male,0,11th,Other-service
49,Female,0,HS-grad,Adm-clerical
40,Female,0,11th,Adm-clerical
62,Female,0,HS-grad,Adm-clerical
49,Male,1,HS-grad,Exec-managerial
50,Female,1,Bachelors,Prof-specialty
31,Male,0,HS-grad,Transport-moving
48,Female,0,Masters,Prof-specialty
24,Female,0,HS-grad,Craft-repair
41,Female,0,HS-grad,nan
37,Male,0,HS-grad,Machine-op-inspct
45,Male,1,Bachelors,Exec-managerial
63,Male,0,HS-grad,nan
36,Male,0,Masters,Exec-managerial
45,Male,0,Bachelors,Exec-managerial
41,Female,0,Bachelors,Sales
26,Female,0,Assoc-acdm,Tech-support
17,Female,0,11th,Sales
27,Male,0,HS-grad,Other-service
43,Male,0,HS-grad,Machine-op-inspct
35,Male,0,HS-grad,Transport-moving
38,Female,0,Bachelors,Adm-clerical
26,Male,0,HS-grad,Machine-op-inspct
28,Female,0,Some-college,Exec-managerial
38,Female,1,Bachelors,Prof-specialty
36,Female,0,11th,Transport-moving
33,Female,1,HS-grad,Adm-clerical
19,Male,0,HS-grad,Handlers-cleaners
22,Male,0,Assoc-acdm,nan
42,Male,0,10th,Adm-clerical
50,Male,1,10th,Transport-moving
30,Male,0,HS-grad,Handlers-cleaners
37,Male,0,Some-college,Prof-specialty
54,Male,1,Prof-school,Prof-specialty
52,Male,0,Bachelors,Exec-managerial
65,Male,0,1st-4th,Handlers-cleaners
33,Female,0,HS-grad,Craft-repair
25,Male,0,Some-college,Tech-support
24,Male,0,Bachelors,Sales
26,Female,0,Assoc-voc,Adm-clerical
39,Male,1,HS-grad,Adm-clerical
59,Female,0,HS-grad,Other-service
29,Female,0,Some-college,Adm-clerical
47,Female,0,11th,Other-service
23,Female,0,Some-college,nan
64,Male,0,HS-grad,Transport-moving
21,Male,0,HS-grad,Other-service
32,Female,1,Some-college,Adm-clerical
26,Female,0,HS-grad,Exec-managerial
19,Female,0,Some-college,nan
62,Male,0,Masters,Prof-specialty
32,Male,1,Bachelors,Craft-repair
75,Female,0,10th,nan
45,Male,0,HS-grad,Exec-managerial
31,Male,1,Bachelors,Exec-managerial
32,Male,0,HS-grad,Adm-clerical
24,Male,0,Bachelors,Sales
25,Female,0,Bachelors,Sales
41,Male,0,HS-grad,Exec-managerial
18,Female,0,Some-college,Sales
44,Male,1,Doctorate,Prof-specialty
40,Male,0,Some-college,Exec-managerial
27,Male,0,Bachelors,Prof-specialty
23,Male,0,Bachelors,Adm-clerical
21,Male,0,Some-college,Adm-clerical
37,Male,0,HS-grad,Transport-moving
65,Male,0,HS-grad,Farming-fishing
43,Male,1,Masters,Prof-specialty
45,Male,0,HS-grad,Adm-clerical
24,Female,0,Bachelors,Exec-managerial
24,Male,0,Some-college,Machine-op-inspct
19,Male,0,Some-college,Protective-serv
37,Male,1,Bachelors,Prof-specialty
24,Female,0,HS-grad,Adm-clerical
34,Male,0,Some-college,Machine-op-inspct
50,Female,0,HS-grad,Other-service
36,Male,0,HS-grad,Craft-repair
39,Male,0,Bachelors,Sales
44,Male,0,7th-8th,Craft-repair
45,Male,0,HS-grad,Other-service
32,Male,0,11th,Protective-serv
47,Male,1,Masters,Exec-managerial
50,Male,0,HS-grad,Machine-op-inspct
32,Male,0,Assoc-voc,Other-service
19,Male,0,HS-grad,Handlers-cleaners
19,Female,0,Some-college,nan
28,Male,0,Masters,Prof-specialty
28,Male,0,HS-grad,Sales
39,Male,1,Masters,Prof-specialty
21,Male,0,Some-college,Other-service
73,Female,0,Some-college,Farming-fishing
39,Male,0,7th-8th,Other-service
25,Male,0,Some-college,Machine-op-inspct
31,Female,0,Some-college,Sales
51,Female,0,Some-college,Sales
39,Female,0,Bachelors,Adm-clerical
31,Male,0,Bachelors,Handlers-cleaners
21,Male,0,Some-college,Sales
46,Male,1,Bachelors,Exec-managerial
73,Female,0,HS-grad,Exec-managerial
41,Male,0,HS-grad,Craft-repair
20,Male,0,HS-grad,Transport-moving
27,Male,0,Assoc-acdm,Other-service
24,Male,0,Bachelors,Prof-specialty
20,Male,0,Some-college,Craft-repair
39,Male,0,Assoc-voc,Machine-op-inspct
27,Male,0,Bachelors,Handlers-cleaners
33,Male,0,11th,Sales
33,Male,0,HS-grad,Handlers-cleaners
36,Male,0,9th,Craft-repair
55,Male,0,Some-college,Exec-managerial
19,Male,0,Some-college,Machine-op-inspct
35,Male,0,HS-grad,Exec-managerial
34,Male,0,5th-6th,Machine-op-inspct
62,Female,0,Prof-school,Prof-specialty
33,Male,1,Some-college,Craft-repair
39,Male,0,9th,Craft-repair
36,Male,0,Some-college,Tech-support
41,Female,0,Bachelors,Adm-clerical
39,Male,0,HS-grad,Craft-repair
38,Female,1,HS-grad,nan
18,Female,0,HS-grad,Adm-clerical
61,Male,1,Some-college,Exec-managerial
20,Female,0,Assoc-voc,Adm-clerical
35,Male,1,HS-grad,Transport-moving
27,Male,0,HS-grad,Machine-op-inspct
66,Female,0,10th,Other-service
21,Male,0,HS-grad,Transport-moving
20,Female,0,Some-college,Other-service
34,Male,0,Some-college,Adm-clerical
63,Female,0,5th-6th,Priv-house-serv
20,Male,0,HS-grad,nan
31,Female,0,HS-grad,Tech-support
41,Male,0,Doctorate,Prof-specialty
64,Male,0,1st-4th,Farming-fishing
32,Female,0,Bachelors,Exec-managerial
30,Male,1,HS-grad,Transport-moving
36,Male,0,Bachelors,Farming-fishing
22,Male,0,Some-college,Farming-fishing
53,Male,0,Some-college,Exec-managerial
50,Female,0,HS-grad,Adm-clerical
36,Male,0,Bachelors,Exec-managerial
41,Male,0,11th,Exec-managerial
55,Female,0,Bachelors,Exec-managerial
38,Male,1,Bachelors,Sales
28,Male,0,Bachelors,Exec-managerial
24,Female,0,Bachelors,Prof-specialty
60,Female,0,Some-college,Adm-clerical
54,Male,0,10th,Other-service
27,Male,0,HS-grad,Craft-repair
30,Female,0,Masters,Prof-specialty
54,Male,0,HS-grad,Transport-moving
44,Male,1,Some-college,Craft-repair
52,Male,1,HS-grad,Transport-moving
18,Male,0,11th,Other-service
55,Male,0,7th-8th,Transport-moving
35,Male,1,Bachelors,Prof-specialty
37,Female,1,Bachelors,Exec-managerial
22,Female,0,Some-college,Adm-clerical
45,Male,1,Bachelors,Exec-managerial
38,Male,0,Bachelors,Farming-fishing
48,Male,0,Bachelors,Prof-specialty
35,Male,0,Assoc-voc,Other-service
21,Male,0,Assoc-voc,Craft-repair
37,Male,1,HS-grad,Craft-repair
18,Male,0,11th,Sales
26,Male,0,10th,Machine-op-inspct
48,Male,0,Bachelors,Craft-repair
51,Male,1,Some-college,Adm-clerical
52,Male,0,Some-college,Craft-repair
32,Male,1,Bachelors,Farming-fishing
39,Male,0,Bachelors,Other-service
51,Male,1,Bachelors,Prof-specialty
54,Male,0,Bachelors,Sales
21,Female,0,Some-college,Prof-specialty
43,Female,0,HS-grad,Adm-clerical
32,Female,0,Some-college,Adm-clerical
31,Male,1,Masters,Prof-specialty
73,Male,0,HS-grad,nan
26,Male,0,Some-college,Adm-clerical
35,Male,0,HS-grad,Craft-repair
73,Male,1,5th-6th,Exec-managerial
25,Female,0,Bachelors,Sales
58,Male,0,Assoc-voc,Farming-fishing
32,Female,0,HS-grad,Other-service
28,Male,0,Bachelors,Prof-specialty
41,Female,0,Masters,Sales
53,Male,0,HS-grad,Craft-repair
49,Female,0,HS-grad,Adm-clerical
55,Male,1,Bachelors,Prof-specialty
29,Female,1,Some-college,Adm-clerical
28,Male,0,Assoc-voc,Farming-fishing
44,Male,0,HS-grad,Craft-repair
41,Male,1,Masters,Exec-managerial
26,Male,1,Assoc-voc,Sales
23,Male,1,HS-grad,Sales
37,Female,1,Bachelors,Prof-specialty
23,Male,1,Bachelors,Prof-specialty
33,Female,0,Some-college,Other-service
44,Male,1,HS-grad,Craft-repair
21,Male,0,Some-college,Protective-serv
36,Male,0,11th,Exec-managerial
44,Male,0,Bachelors,Adm-clerical
23,Female,0,HS-grad,Other-service
26,Male,0,HS-grad,Exec-managerial
32,Male,0,5th-6th,Other-service
31,Male,1,Some-college,Handlers-cleaners
50,Female,0,HS-grad,Exec-managerial
18,Female,0,Some-college,Adm-clerical
49,Male,1,Bachelors,Exec-managerial
59,Female,0,HS-grad,Other-service
38,Female,0,HS-grad,Machine-op-inspct
50,Male,0,Some-college,Sales
51,Male,0,Some-college,Craft-repair
22,Male,0,Some-college,Machine-op-inspct
54,Female,1,HS-grad,Machine-op-inspct
37,Male,0,HS-grad,Transport-moving
31,Male,0,Bachelors,Adm-clerical
67,Male,0,Bachelors,Exec-managerial
43,Male,0,11th,nan
21,Female,0,Some-college,Exec-managerial
30,Female,0,HS-grad,Adm-clerical
32,Male,0,Some-college,Protective-serv
36,Male,0,Assoc-voc,Craft-repair
33,Male,0,Bachelors,Adm-clerical
37,Male,0,HS-grad,Craft-repair
29,Male,1,Prof-school,Prof-specialty
18,Male,0,Some-college,nan
26,Male,0,Some-college,Sales
51,Male,0,7th-8th,Prof-specialty
39,Male,0,HS-grad,Machine-op-inspct
18,Male,0,HS-grad,Other-service
52,Male,0,12th,Machine-op-inspct
31,Male,0,Some-college,Farming-fishing
45,Male,1,Bachelors,Exec-managerial
38,Male,0,Some-college,Machine-op-inspct
21,Female,0,Assoc-acdm,Sales
33,Male,0,HS-grad,Handlers-cleaners
39,Male,0,Some-college,Craft-repair
31,Male,0,HS-grad,Machine-op-inspct
43,Male,1,Bachelors,Exec-managerial
64,Male,0,Bachelors,nan
33,Male,1,Bachelors,Exec-managerial
49,Male,0,HS-grad,Farming-fishing
41,Male,0,HS-grad,Machine-op-inspct
55,Male,0,Some-college,Machine-op-inspct
52,Female,0,Some-college,Adm-clerical
42,Male,0,Bachelors,Prof-specialty
24,Female,0,Some-college,Adm-clerical
42,Male,0,HS-grad,Adm-clerical
41,Male,1,Bachelors,Exec-managerial
35,Male,0,HS-grad,Machine-op-inspct
71,Male,0,5th-6th,nan
54,Male,1,Masters,Exec-managerial
24,Male,0,5th-6th,Handlers-cleaners
59,Female,0,HS-grad,nan
30,Female,0,11th,nan
57,Female,1,Bachelors,Exec-managerial
58,Male,1,Masters,Exec-managerial
32,Male,0,HS-grad,Other-service
22,Female,0,HS-grad,Sales
20,Female,0,HS-grad,Other-service
60,Male,0,Bachelors,nan
51,Female,0,HS-grad,Prof-specialty
26,Female,0,HS-grad,Adm-clerical
33,Male,0,11th,Craft-repair
19,Female,0,10th,Sales
50,Female,1,HS-grad,Other-service
32,Male,0,HS-grad,Sales
51,Male,1,Bachelors,Transport-moving
18,Female,0,Some-college,Sales
35,Male,1,Masters,Exec-managerial
22,Male,0,Some-college,nan
46,Male,0,HS-grad,Craft-repair
37,Male,0,HS-grad,Sales
45,Female,1,Some-college,Adm-clerical
63,Male,0,9th,Handlers-cleaners
53,Male,0,HS-grad,Other-service
24,Female,0,HS-grad,Adm-clerical
65,Male,0,11th,nan
43,Female,1,Assoc-acdm,Prof-specialty
47,Male,0,HS-grad,Machine-op-inspct
41,Female,0,HS-grad,Exec-managerial
27,Male,0,HS-grad,Machine-op-inspct
35,Male,0,HS-grad,Exec-managerial
19,Female,0,Some-college,Adm-clerical
47,Female,0,Some-college,Other-service
25,Female,0,Bachelors,Adm-clerical
59,Male,1,Prof-school,Exec-managerial
28,Female,0,10th,Machine-op-inspct
17,Female,0,10th,Sales
21,Male,0,Some-college,Exec-managerial
31,Female,0,HS-grad,Sales
49,Female,0,HS-grad,Handlers-cleaners
48,Male,1,Masters,Prof-specialty
60,Male,0,Doctorate,Sales
33,Male,0,12th,Transport-moving
40,Male,0,HS-grad,Craft-repair
42,Male,0,Some-college,Craft-repair
34,Male,0,HS-grad,Transport-moving
38,Male,0,Assoc-voc,Adm-clerical
58,Male,1,Some-college,Exec-managerial
20,Female,0,Some-college,Adm-clerical
52,Female,0,Some-college,Sales
22,Male,0,Some-college,Protective-serv
24,Male,1,Bachelors,Farming-fishing
39,Female,0,HS-grad,Machine-op-inspct
41,Male,1,Masters,Exec-managerial
37,Male,0,Some-college,nan
56,Male,0,9th,Craft-repair
21,Female,0,HS-grad,Other-service
29,Female,0,HS-grad,Sales
45,Male,0,Assoc-voc,Other-service
44,Male,1,Some-college,Protective-serv
54,Male,1,Masters,Prof-specialty
24,Male,0,Some-college,Craft-repair
40,Male,0,Bachelors,Exec-managerial
43,Male,1,Bachelors,Prof-specialty
20,Male,0,Some-college,nan
41,Female,0,11th,Other-service
32,Female,0,Assoc-voc,Adm-clerical
31,Female,0,Bachelors,Adm-clerical
26,Male,0,HS-grad,Adm-clerical
50,Male,1,Bachelors,Craft-repair
62,Male,0,Assoc-voc,Exec-managerial
24,Male,0,HS-grad,Other-service
58,Male,1,Bachelors,Exec-managerial
44,Male,1,Some-college,Craft-repair
44,Male,0,12th,Other-service
